"","Id","MSZoningRL","MSZoningRM","MSZoningC (all)","MSZoningFV","MSZoningRH","StreetPave","StreetGrvl","AlleyNone","AlleyGrvl","AlleyPave","LotShapeReg","LotShapeIR1","LotShapeIR2","LotShapeIR3","LandContourLvl","LandContourBnk","LandContourLow","LandContourHLS","UtilitiesAllPub","UtilitiesNoSeWa","LotConfigInside","LotConfigFR2","LotConfigCorner","LotConfigCulDSac","LotConfigFR3","LandSlopeGtl","LandSlopeMod","LandSlopeSev","NeighborhoodCollgCr","NeighborhoodVeenker","NeighborhoodCrawfor","NeighborhoodNoRidge","NeighborhoodMitchel","NeighborhoodSomerst","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodBrkSide","NeighborhoodSawyer","NeighborhoodNridgHt","NeighborhoodNAmes","NeighborhoodSawyerW","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodEdwards","NeighborhoodTimber","NeighborhoodGilbert","NeighborhoodStoneBr","NeighborhoodClearCr","NeighborhoodNPkVill","NeighborhoodBlmngtn","NeighborhoodBrDale","NeighborhoodSWISU","NeighborhoodBlueste","Condition1Norm","Condition1Feedr","Condition1PosN","Condition1Artery","Condition1RRAe","Condition1RRNn","Condition1RRAn","Condition1PosA","Condition1RRNe","Condition2Norm","Condition2Artery","Condition2RRNn","Condition2Feedr","Condition2PosN","Condition2PosA","Condition2RRAn","Condition2RRAe","BldgType1Fam","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhsE","BldgTypeTwnhs","HouseStyle2Story","HouseStyle1Story","HouseStyle1.5Fin","HouseStyle1.5Unf","HouseStyleSFoyer","HouseStyleSLvl","HouseStyle2.5Unf","HouseStyle2.5Fin","RoofStyleGable","RoofStyleHip","RoofStyleGambrel","RoofStyleMansard","RoofStyleFlat","RoofStyleShed","RoofMatlCompShg","RoofMatlWdShngl","RoofMatlMetal","RoofMatlWdShake","RoofMatlMembran","RoofMatlTar&Grv","RoofMatlRoll","RoofMatlClyTile","Exterior1stVinylSd","Exterior1stMetalSd","Exterior1stWd Sdng","Exterior1stHdBoard","Exterior1stBrkFace","Exterior1stWdShing","Exterior1stCemntBd","Exterior1stPlywood","Exterior1stAsbShng","Exterior1stStucco","Exterior1stBrkComm","Exterior1stAsphShn","Exterior1stStone","Exterior1stImStucc","Exterior1stCBlock","Exterior2ndVinylSd","Exterior2ndMetalSd","Exterior2ndWd Shng","Exterior2ndHdBoard","Exterior2ndPlywood","Exterior2ndWd Sdng","Exterior2ndCmentBd","Exterior2ndBrkFace","Exterior2ndStucco","Exterior2ndAsbShng","Exterior2ndBrk Cmn","Exterior2ndImStucc","Exterior2ndAsphShn","Exterior2ndStone","Exterior2ndOther","Exterior2ndCBlock","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","MasVnrTypeBrkCmn","ExterQualGd","ExterQualTA","ExterQualEx","ExterQualFa","ExterCondTA","ExterCondGd","ExterCondFa","ExterCondPo","ExterCondEx","FoundationPConc","FoundationCBlock","FoundationBrkTil","FoundationWood","FoundationSlab","FoundationStone","BsmtQualGd","BsmtQualTA","BsmtQualEx","BsmtQualNone","BsmtQualFa","BsmtCondTA","BsmtCondGd","BsmtCondNone","BsmtCondFa","BsmtCondPo","BsmtExposureNo","BsmtExposureGd","BsmtExposureMn","BsmtExposureAv","BsmtExposureNone","BsmtFinType1GLQ","BsmtFinType1ALQ","BsmtFinType1Unf","BsmtFinType1Rec","BsmtFinType1BLQ","BsmtFinType1None","BsmtFinType1LwQ","BsmtFinType2Unf","BsmtFinType2BLQ","BsmtFinType2None","BsmtFinType2ALQ","BsmtFinType2Rec","BsmtFinType2LwQ","BsmtFinType2GLQ","HeatingGasA","HeatingGasW","HeatingGrav","HeatingWall","HeatingOthW","HeatingFloor","HeatingQCEx","HeatingQCGd","HeatingQCTA","HeatingQCFa","HeatingQCPo","CentralAirY","CentralAirN","ElectricalSBrkr","ElectricalFuseF","ElectricalFuseA","ElectricalFuseP","ElectricalMix","ElectricalNone","KitchenQualGd","KitchenQualTA","KitchenQualEx","KitchenQualFa","FunctionalTyp","FunctionalMin1","FunctionalMaj1","FunctionalMin2","FunctionalMod","FunctionalMaj2","FunctionalSev","FireplaceQuNone","FireplaceQuTA","FireplaceQuGd","FireplaceQuFa","FireplaceQuEx","FireplaceQuPo","GarageTypeAttchd","GarageTypeDetchd","GarageTypeBuiltIn","GarageTypeCarPort","GarageTypeNone","GarageTypeBasment","GarageType2Types","GarageFinishRFn","GarageFinishUnf","GarageFinishFin","GarageFinishNone","GarageQualTA","GarageQualFa","GarageQualGd","GarageQualNone","GarageQualEx","GarageQualPo","GarageCondTA","GarageCondFa","GarageCondNone","GarageCondGd","GarageCondPo","GarageCondEx","PavedDriveY","PavedDriveN","PavedDriveP","PoolQCNone","PoolQCEx","PoolQCFa","PoolQCGd","FenceNone","FenceMnPrv","FenceGdWo","FenceGdPrv","FenceMnWw","MiscFeatureNone","MiscFeatureShed","MiscFeatureGar2","MiscFeatureOthr","MiscFeatureTenC","SaleTypeWD","SaleTypeNew","SaleTypeCOD","SaleTypeConLD","SaleTypeConLI","SaleTypeCWD","SaleTypeConLw","SaleTypeCon","SaleTypeOth","SaleConditionNormal","SaleConditionAbnorml","SaleConditionPartial","SaleConditionAdjLand","SaleConditionAlloca","SaleConditionFamily","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice","isTrain"
"863",863,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.205479452054795,0.0391315525018112,0.555555555555556,0.5,0.811594202898551,0.583333333333333,0,0.0598866052445074,0,0.300513698630137,0.170212765957447,0.160260449485402,0,0,0.143745290128109,0,0,0.5,0,0.375,0.333333333333333,0.307692307692308,0,0.899864068871772,0.4,0.32258064516129,0,0,0,0,0,0,0,0.363636363636364,1,152000,1
"864",864,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.167808219178082,0.0309939470424642,0.444444444444444,0.5,0.630434782608696,0.15,0,0.203401842664777,0,0,0.187888707037643,0.170972484772107,0,0,0.153353428786737,0.333333333333333,0,0.25,0,0.375,0.333333333333333,0.307692307692308,0,0.887630267331219,0.2,0.451612903225806,0,0,0,0,0,0,0,0.545454545454545,0.75,132500,1
"865",865,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.174657534246575,0.034307882867092,0.666666666666667,0.5,0.978260869565217,0.966666666666667,0,0,0,0.587328767123288,0.224549918166939,0.218021424070573,0,0,0.195553880934439,0,0,0.5,0,0.375,0.333333333333333,0.307692307692308,0,0.909832351608518,0.4,0.355510752688172,0,0.188679245283019,0,0,0,0,0,0.363636363636364,0.5,250580,1
"866",866,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.165430805871324,0.0348220337002501,0.444444444444444,0.625,0.710144927536232,0.333333333333333,0.0475,0.146704464918498,0,0.074486301369863,0.163993453355155,0.14030665826507,0,0,0.125847776940467,0.333333333333333,0,0.25,0,0.375,0.333333333333333,0.230769230769231,0,0.893973719981876,0.4,0.606182795698925,0,0,0,0,0,0,0,0.636363636363636,0.75,148500,1
"867",867,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.157534246575342,0.0437308654093342,0.777777777777778,0.5,0.971014492753623,0.95,0.17125,0,0,0.701198630136986,0.268085106382979,0.275572358748162,0,0,0.247174076865109,0,0,0.5,0,0.375,0.333333333333333,0.307692307692308,0.25,0.909379247847757,0.6,0.584677419354839,0.134831460674157,0.107816711590297,0,0,0,0,0,0.909090909090909,0.25,248900,1
"868",868,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.219178082191781,0.0265021384000561,0.333333333333333,0.5,0.644927536231884,0.183333333333333,0,0.165131112686038,0,0.0462328767123288,0.170212765957447,0.165091367359798,0,0,0.148078372268274,0.333333333333333,0,0.25,0.5,0.375,0.333333333333333,0.230769230769231,0,0.888536474852741,0.4,0.365591397849462,0.117977528089888,0,0,0,0,0,0.0235294117647059,0.363636363636364,0.25,129000,1
"869",869,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.235294117647059,0.165430805871324,0.0629227137815794,0.444444444444444,0.625,0.550724637681159,0,0,0,0,0,0,0.254778407897501,0.348668280871671,0.049812030075188,0.374152223059533,0,0,0.5,0,0.25,0.333333333333333,0.384615384615385,0.25,0.896692342546443,0.4,0.451612903225806,0.0842696629213483,0.194070080862534,0,0,0,0,0,0.363636363636364,0,169000,1
"870",870,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.235294117647059,0.202054794520548,0.0403748626983571,0.666666666666667,0.5,0.876811594202899,0.733333333333333,0.15375,0.132884479092842,0,0.128424657534247,0.171849427168576,0.152909052720017,0.42953995157385,0,0.304257724189902,0.333333333333333,0,0.5,0.5,0.375,0.333333333333333,0.461538461538462,0.25,0.9030357951971,0.4,0.385752688172043,0.109550561797753,0.121293800539084,0,0,0,0,0,0.454545454545455,1,236000,1
"871",871,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.133561643835616,0.0247727219612517,0.444444444444444,0.5,0.652173913043478,0.2,0,0,0,0.382705479452055,0.146317512274959,0.117622348246167,0,0,0.105501130369254,0,0,0.25,0,0.25,0.333333333333333,0.230769230769231,0,0.888989578613502,0.2,0.206989247311828,0,0,0,0,0,0,0,0.636363636363636,0.75,109500,1
"872",872,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.235294117647059,0.167808219178082,0.0348220337002501,0.555555555555556,0.5,0.91304347826087,0.8,0.0725,0.0894755492558469,0,0.127996575342466,0.131587561374795,0.0987187565637471,0.425181598062954,0,0.253956292388847,0,0,0.5,0.5,0.375,0.333333333333333,0.384615384615385,0,0.905301314000906,0.4,0.351478494623656,0,0.10377358490566,0,0,0,0,0,0.454545454545455,1,200500,1
"873",873,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.181506849315068,0.0354857556848723,0.444444444444444,0.75,0.58695652173913,0.766666666666667,0,0,0,0.0449486301369863,0.0171849427168576,0.120982986767486,0,0,0.108515448379804,0,0,0.25,0,0.375,0.333333333333333,0.230769230769231,0,0.884911644766652,0.4,0.278225806451613,0.137640449438202,0,0.148221343873518,0,0,0,0,0.818181818181818,0.5,116000,1
"874",874,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.117647058823529,0.133561643835616,0.0506859239524177,0.444444444444444,0.75,0.557971014492754,0,0,0.066442239546421,0,0.195633561643836,0.136170212765957,0.147448015122873,0,0.218045112781955,0.175960813865863,0,0,0.25,0,0.375,0.333333333333333,0.307692307692308,0.25,0.883099229723607,0.2,0.193548387096774,0,0.0377358490566038,0,0,0,0,0,0.727272727272727,0.75,133000,1
"875",875,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.176470588235294,0.106164383561644,0.0206595152959873,0.444444444444444,0.625,0.5,0,0,0,0,0.289383561643836,0.11063829787234,0.0718336483931947,0.220338983050847,0,0.150150715900528,0,0,0.25,0.5,0.375,0.333333333333333,0.230769230769231,0,0.879474399637517,0.2,0.134408602150538,0.0182584269662921,0,0,0,0,0,0,0.636363636363636,0.75,66500,1
"876",876,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.235294117647059,0.184931506849315,0.0359905583210638,0.777777777777778,0.5,0.978260869565217,0.95,0,0.0113394755492558,0,0.479452054794521,0.193780687397709,0.178533921445075,0.690556900726392,0,0.428786737000754,0,0,0.5,0.5,0.5,0.333333333333333,0.692307692307692,0.25,0.909379247847757,0.4,0.369623655913978,0.146067415730337,0.490566037735849,0,0,0,0,0,0.636363636363636,0.25,303477,1
"877",877,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.112112926219355,0.333333333333333,0.5,0.659420289855073,0.216666666666667,0,0.112154500354359,0,0.184503424657534,0.174140752864157,0.148288174753203,0,0,0.133006782215524,0.333333333333333,0,0.25,0,0.375,0.333333333333333,0.230769230769231,0,0.889442682374264,0.4,0.435483870967742,0,0,0,0,0,0,0,0,0.25,132250,1
